"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0072574","BP","GO:0072574","hepatocyte proliferation","1/117","22/18800",0.128395675255984,0.375118511237171,0.318505954536836,"XBP1",1
"GO:0072575","BP","GO:0072575","epithelial cell proliferation involved in liver morphogenesis","1/117","22/18800",0.128395675255984,0.375118511237171,0.318505954536836,"XBP1",1
"GO:1901032","BP","GO:1901032","negative regulation of response to reactive oxygen species","1/117","22/18800",0.128395675255984,0.375118511237171,0.318505954536836,"PYCR1",1
"GO:1990823","BP","GO:1990823","response to leukemia inhibitory factor","2/117","100/18800",0.128571309391991,0.375118511237171,0.318505954536836,"GLDC/MYBL2",2
"GO:0002285","BP","GO:0002285","lymphocyte activation involved in immune response","3/117","201/18800",0.130295174920136,0.378810375631693,0.321640645995062,"EXO1/POU2AF1/XBP1",3
"GO:0002440","BP","GO:0002440","production of molecular mediator of immune response","4/117","312/18800",0.130364950993152,0.378810375631693,0.321640645995062,"EXO1/MZB1/POLQ/XBP1",4
"GO:0046620","BP","GO:0046620","regulation of organ growth","2/117","101/18800",0.130659743903381,0.378810375631693,0.321640645995062,"CDK1/IGF1",2
"GO:0048477","BP","GO:0048477","oogenesis","2/117","101/18800",0.130659743903381,0.378810375631693,0.321640645995062,"IGF1/TRIP13",2
"GO:1902115","BP","GO:1902115","regulation of organelle assembly","3/117","202/18800",0.131693450313062,0.379621508388049,0.322329363307271,"PLK4/SDC1/SPAG5",3
"GO:2001243","BP","GO:2001243","negative regulation of intrinsic apoptotic signaling pathway","2/117","102/18800",0.132756090319194,0.379621508388049,0.322329363307271,"HERPUD1/XBP1",2
"GO:0000302","BP","GO:0000302","response to reactive oxygen species","3/117","203/18800",0.133097051753349,0.379621508388049,0.322329363307271,"CDK1/PYCR1/SDC1",3
"GO:0006979","BP","GO:0006979","response to oxidative stress","5/117","433/18800",0.133419666633859,0.379621508388049,0.322329363307271,"CD38/CDK1/DHCR24/PYCR1/SDC1",5
"GO:0048608","BP","GO:0048608","reproductive structure development","5/117","433/18800",0.133419666633859,0.379621508388049,0.322329363307271,"DHCR24/E2F8/EAF2/PLK4/SDC1",5
"GO:0007130","BP","GO:0007130","synaptonemal complex assembly","1/117","23/18800",0.133826376395352,0.379621508388049,0.322329363307271,"TRIP13",1
"GO:0018279","BP","GO:0018279","protein N-linked glycosylation via asparagine","1/117","23/18800",0.133826376395352,0.379621508388049,0.322329363307271,"DERL3",1
"GO:0045048","BP","GO:0045048","protein insertion into ER membrane","1/117","23/18800",0.133826376395352,0.379621508388049,0.322329363307271,"TRAM2",1
"GO:0046599","BP","GO:0046599","regulation of centriole replication","1/117","23/18800",0.133826376395352,0.379621508388049,0.322329363307271,"PLK4",1
"GO:0060353","BP","GO:0060353","regulation of cell adhesion molecule production","1/117","23/18800",0.133826376395352,0.379621508388049,0.322329363307271,"CAV1",1
"GO:0060575","BP","GO:0060575","intestinal epithelial cell differentiation","1/117","23/18800",0.133826376395352,0.379621508388049,0.322329363307271,"TYMS",1
"GO:0071359","BP","GO:0071359","cellular response to dsRNA","1/117","23/18800",0.133826376395352,0.379621508388049,0.322329363307271,"CAV1",1
"GO:0072576","BP","GO:0072576","liver morphogenesis","1/117","23/18800",0.133826376395352,0.379621508388049,0.322329363307271,"XBP1",1
"GO:0140112","BP","GO:0140112","extracellular vesicle biogenesis","1/117","23/18800",0.133826376395352,0.379621508388049,0.322329363307271,"SDC1",1
"GO:1901796","BP","GO:1901796","regulation of signal transduction by p53 class mediator","2/117","103/18800",0.134860171634289,0.381965501505732,0.324319603039545,"AURKB/CHEK1",2
"GO:0006959","BP","GO:0006959","humoral immune response","4/117","317/18800",0.135859436485348,0.383786477554302,0.325865758980038,"EXO1/IGLL5/JCHAIN/POU2AF1",4
"GO:0007623","BP","GO:0007623","circadian rhythm","3/117","205/18800",0.135920034419014,0.383786477554302,0.325865758980038,"CDK1/TOP2A/TYMS",3
"GO:0061458","BP","GO:0061458","reproductive system development","5/117","436/18800",0.136202457996673,0.383994984949272,0.326042798621841,"DHCR24/E2F8/EAF2/PLK4/SDC1",5
"GO:0006213","BP","GO:0006213","pyrimidine nucleoside metabolic process","1/117","24/18800",0.139223527908466,0.386009811565492,0.327753549372341,"TK1",1
"GO:0010560","BP","GO:0010560","positive regulation of glycoprotein biosynthetic process","1/117","24/18800",0.139223527908466,0.386009811565492,0.327753549372341,"IGF1",1
"GO:0018196","BP","GO:0018196","peptidyl-asparagine modification","1/117","24/18800",0.139223527908466,0.386009811565492,0.327753549372341,"DERL3",1
"GO:0019985","BP","GO:0019985","translesion synthesis","1/117","24/18800",0.139223527908466,0.386009811565492,0.327753549372341,"DTL",1
"GO:0030539","BP","GO:0030539","male genitalia development","1/117","24/18800",0.139223527908466,0.386009811565492,0.327753549372341,"DHCR24",1
"GO:0036120","BP","GO:0036120","cellular response to platelet-derived growth factor stimulus","1/117","24/18800",0.139223527908466,0.386009811565492,0.327753549372341,"CCNA2",1
"GO:0043567","BP","GO:0043567","regulation of insulin-like growth factor receptor signaling pathway","1/117","24/18800",0.139223527908466,0.386009811565492,0.327753549372341,"IGF1",1
"GO:0060547","BP","GO:0060547","negative regulation of necrotic cell death","1/117","24/18800",0.139223527908466,0.386009811565492,0.327753549372341,"CAV1",1
"GO:1901522","BP","GO:1901522","positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus","1/117","24/18800",0.139223527908466,0.386009811565492,0.327753549372341,"XBP1",1
"GO:2000209","BP","GO:2000209","regulation of anoikis","1/117","24/18800",0.139223527908466,0.386009811565492,0.327753549372341,"CAV1",1
"GO:2000679","BP","GO:2000679","positive regulation of transcription regulatory region DNA binding","1/117","24/18800",0.139223527908466,0.386009811565492,0.327753549372341,"IGF1",1
"GO:0070482","BP","GO:0070482","response to oxygen levels","4/117","324/18800",0.143708279681819,0.394348569263863,0.334833829072779,"CAV1/CCNA2/CD38/HSP90B1",4
"GO:0006614","BP","GO:0006614","SRP-dependent cotranslational protein targeting to membrane","1/117","25/18800",0.144587335281427,0.394348569263863,0.334833829072779,"TRAM2",1
"GO:0009147","BP","GO:0009147","pyrimidine nucleoside triphosphate metabolic process","1/117","25/18800",0.144587335281427,0.394348569263863,0.334833829072779,"TYMS",1
"GO:0009219","BP","GO:0009219","pyrimidine deoxyribonucleotide metabolic process","1/117","25/18800",0.144587335281427,0.394348569263863,0.334833829072779,"TYMS",1
"GO:0031579","BP","GO:0031579","membrane raft organization","1/117","25/18800",0.144587335281427,0.394348569263863,0.334833829072779,"CAV1",1
"GO:0031639","BP","GO:0031639","plasminogen activation","1/117","25/18800",0.144587335281427,0.394348569263863,0.334833829072779,"DHCR24",1
"GO:0032469","BP","GO:0032469","endoplasmic reticulum calcium ion homeostasis","1/117","25/18800",0.144587335281427,0.394348569263863,0.334833829072779,"HERPUD1",1
"GO:0036119","BP","GO:0036119","response to platelet-derived growth factor","1/117","25/18800",0.144587335281427,0.394348569263863,0.334833829072779,"CCNA2",1
"GO:0051450","BP","GO:0051450","myoblast proliferation","1/117","25/18800",0.144587335281427,0.394348569263863,0.334833829072779,"IGF1",1
"GO:0060074","BP","GO:0060074","synapse maturation","1/117","25/18800",0.144587335281427,0.394348569263863,0.334833829072779,"CDC20",1
"GO:0086064","BP","GO:0086064","cell communication by electrical coupling involved in cardiac conduction","1/117","25/18800",0.144587335281427,0.394348569263863,0.334833829072779,"CAV1",1
"GO:0001783","BP","GO:0001783","B cell apoptotic process","1/117","26/18800",0.149918002752643,0.400579162652562,0.340124106772095,"AURKB",1
"GO:0002026","BP","GO:0002026","regulation of the force of heart contraction","1/117","26/18800",0.149918002752643,0.400579162652562,0.340124106772095,"CAV1",1
"GO:0003094","BP","GO:0003094","glomerular filtration","1/117","26/18800",0.149918002752643,0.400579162652562,0.340124106772095,"JCHAIN",1
"GO:0006312","BP","GO:0006312","mitotic recombination","1/117","26/18800",0.149918002752643,0.400579162652562,0.340124106772095,"RAD51",1
"GO:0014829","BP","GO:0014829","vascular associated smooth muscle contraction","1/117","26/18800",0.149918002752643,0.400579162652562,0.340124106772095,"CD38",1
"GO:0033622","BP","GO:0033622","integrin activation","1/117","26/18800",0.149918002752643,0.400579162652562,0.340124106772095,"MZB1",1
"GO:0034643","BP","GO:0034643","establishment of mitochondrion localization, microtubule-mediated","1/117","26/18800",0.149918002752643,0.400579162652562,0.340124106772095,"UCHL1",1
"GO:0036296","BP","GO:0036296","response to increased oxygen levels","1/117","26/18800",0.149918002752643,0.400579162652562,0.340124106772095,"CAV1",1
"GO:0043931","BP","GO:0043931","ossification involved in bone maturation","1/117","26/18800",0.149918002752643,0.400579162652562,0.340124106772095,"IGF1",1
"GO:0045026","BP","GO:0045026","plasma membrane fusion","1/117","26/18800",0.149918002752643,0.400579162652562,0.340124106772095,"SPACA3",1
"GO:0047497","BP","GO:0047497","mitochondrion transport along microtubule","1/117","26/18800",0.149918002752643,0.400579162652562,0.340124106772095,"UCHL1",1
"GO:0051446","BP","GO:0051446","positive regulation of meiotic cell cycle","1/117","26/18800",0.149918002752643,0.400579162652562,0.340124106772095,"RAD51AP1",1
"GO:0060352","BP","GO:0060352","cell adhesion molecule production","1/117","26/18800",0.149918002752643,0.400579162652562,0.340124106772095,"CAV1",1
"GO:0070193","BP","GO:0070193","synaptonemal complex organization","1/117","26/18800",0.149918002752643,0.400579162652562,0.340124106772095,"TRIP13",1
"GO:0048545","BP","GO:0048545","response to steroid hormone","4/117","330/18800",0.150576221245232,0.401173405662043,0.340628667147794,"CAV1/CD38/SDC1/TYMS",4
"GO:0070661","BP","GO:0070661","leukocyte proliferation","4/117","330/18800",0.150576221245232,0.401173405662043,0.340628667147794,"CD38/IGF1/MZB1/TNFRSF13B",4
"GO:0014066","BP","GO:0014066","regulation of phosphatidylinositol 3-kinase signaling","2/117","111/18800",0.151950644974468,0.404250198552017,0.343241113153461,"CEP55/IGF1",2
"GO:0006939","BP","GO:0006939","smooth muscle contraction","2/117","112/18800",0.154116677128949,0.404748109125702,0.343663879500081,"CAV1/CD38",2
"GO:0009185","BP","GO:0009185","ribonucleoside diphosphate metabolic process","2/117","112/18800",0.154116677128949,0.404748109125702,0.343663879500081,"IGF1/RRM2",2
"GO:0001556","BP","GO:0001556","oocyte maturation","1/117","27/18800",0.15521573332034,0.404748109125702,0.343663879500081,"TRIP13",1
"GO:0007026","BP","GO:0007026","negative regulation of microtubule depolymerization","1/117","27/18800",0.15521573332034,0.404748109125702,0.343663879500081,"TPX2",1
"GO:0010561","BP","GO:0010561","negative regulation of glycoprotein biosynthetic process","1/117","27/18800",0.15521573332034,0.404748109125702,0.343663879500081,"ITM2C",1
"GO:0010875","BP","GO:0010875","positive regulation of cholesterol efflux","1/117","27/18800",0.15521573332034,0.404748109125702,0.343663879500081,"CAV1",1
"GO:0030262","BP","GO:0030262","apoptotic nuclear changes","1/117","27/18800",0.15521573332034,0.404748109125702,0.343663879500081,"TOP2A",1
"GO:0046426","BP","GO:0046426","negative regulation of receptor signaling pathway via JAK-STAT","1/117","27/18800",0.15521573332034,0.404748109125702,0.343663879500081,"CAV1",1
"GO:0051291","BP","GO:0051291","protein heterooligomerization","1/117","27/18800",0.15521573332034,0.404748109125702,0.343663879500081,"RRM2",1
"GO:0070861","BP","GO:0070861","regulation of protein exit from endoplasmic reticulum","1/117","27/18800",0.15521573332034,0.404748109125702,0.343663879500081,"DERL3",1
"GO:0097205","BP","GO:0097205","renal filtration","1/117","27/18800",0.15521573332034,0.404748109125702,0.343663879500081,"JCHAIN",1
"GO:1902883","BP","GO:1902883","negative regulation of response to oxidative stress","1/117","27/18800",0.15521573332034,0.404748109125702,0.343663879500081,"PYCR1",1
"GO:1903020","BP","GO:1903020","positive regulation of glycoprotein metabolic process","1/117","27/18800",0.15521573332034,0.404748109125702,0.343663879500081,"IGF1",1
"GO:1904357","BP","GO:1904357","negative regulation of telomere maintenance via telomere lengthening","1/117","27/18800",0.15521573332034,0.404748109125702,0.343663879500081,"PIF1",1
"GO:0022904","BP","GO:0022904","respiratory electron transport chain","2/117","113/18800",0.15628877393288,0.406969777666807,0.345550255773583,"CCNB1/CDK1",2
"GO:0097191","BP","GO:0097191","extrinsic apoptotic signaling pathway","3/117","221/18800",0.159216059635086,0.409771181177252,0.347928873923337,"CAV1/IGF1/ITM2C",3
"GO:0022411","BP","GO:0022411","cellular component disassembly","5/117","460/18800",0.15937437358658,0.409771181177252,0.347928873923337,"CDK1/KIF18B/KIF2C/TOP2A/TPX2",5
"GO:0007141","BP","GO:0007141","male meiosis I","1/117","28/18800",0.160480728750027,0.409771181177252,0.347928873923337,"TRIP13",1
"GO:0010955","BP","GO:0010955","negative regulation of protein processing","1/117","28/18800",0.160480728750027,0.409771181177252,0.347928873923337,"CHAC1",1
"GO:0034123","BP","GO:0034123","positive regulation of toll-like receptor signaling pathway","1/117","28/18800",0.160480728750027,0.409771181177252,0.347928873923337,"CAV1",1
"GO:0042104","BP","GO:0042104","positive regulation of activated T cell proliferation","1/117","28/18800",0.160480728750027,0.409771181177252,0.347928873923337,"IGF1",1
"GO:0042983","BP","GO:0042983","amyloid precursor protein biosynthetic process","1/117","28/18800",0.160480728750027,0.409771181177252,0.347928873923337,"ITM2C",1
"GO:0042984","BP","GO:0042984","regulation of amyloid precursor protein biosynthetic process","1/117","28/18800",0.160480728750027,0.409771181177252,0.347928873923337,"ITM2C",1
"GO:0046337","BP","GO:0046337","phosphatidylethanolamine metabolic process","1/117","28/18800",0.160480728750027,0.409771181177252,0.347928873923337,"PLAAT2",1
"GO:0060544","BP","GO:0060544","regulation of necroptotic process","1/117","28/18800",0.160480728750027,0.409771181177252,0.347928873923337,"CAV1",1
"GO:0098901","BP","GO:0098901","regulation of cardiac muscle cell action potential","1/117","28/18800",0.160480728750027,0.409771181177252,0.347928873923337,"CAV1",1
"GO:1901017","BP","GO:1901017","negative regulation of potassium ion transmembrane transporter activity","1/117","28/18800",0.160480728750027,0.409771181177252,0.347928873923337,"CAV1",1
"GO:1903205","BP","GO:1903205","regulation of hydrogen peroxide-induced cell death","1/117","28/18800",0.160480728750027,0.409771181177252,0.347928873923337,"PYCR1",1
"GO:1903318","BP","GO:1903318","negative regulation of protein maturation","1/117","28/18800",0.160480728750027,0.409771181177252,0.347928873923337,"CHAC1",1
"GO:0050870","BP","GO:0050870","positive regulation of T cell activation","3/117","223/18800",0.162211133767853,0.413615924191991,0.351193371694506,"CAV1/IGF1/XBP1",3
"GO:0042752","BP","GO:0042752","regulation of circadian rhythm","2/117","117/18800",0.165034685257646,0.415637577684346,0.352909919014983,"CDK1/TOP2A",2
"GO:0003298","BP","GO:0003298","physiological muscle hypertrophy","1/117","29/18800",0.165713189581917,0.415637577684346,0.352909919014983,"IGF1",1
"GO:0003301","BP","GO:0003301","physiological cardiac muscle hypertrophy","1/117","29/18800",0.165713189581917,0.415637577684346,0.352909919014983,"IGF1",1
"GO:0006921","BP","GO:0006921","cellular component disassembly involved in execution phase of apoptosis","1/117","29/18800",0.165713189581917,0.415637577684346,0.352909919014983,"TOP2A",1
"GO:0019674","BP","GO:0019674","NAD metabolic process","1/117","29/18800",0.165713189581917,0.415637577684346,0.352909919014983,"CD38",1
